"","year","area","street_1","street_2"
"1150",2011,"Birmingham","ICC","ICC"
"1151",2011,"Birmingham","ICC  ,broad  str.","ICC ,broad str."
"1152",2011,"Birmingham","in  arcadian  centre  bham","in arcadian centre bham"
"1153",2011,"Birmingham","Inge  str.","Inge str."
"1154",2011,"Birmingham","Inge  str.  @  Hurst  Street","Inge str. @ Hurst Street"
"1155",2011,"Birmingham","Islington  Row,  city  centre","Islington Row, city centre"
"1156",2011,"Birmingham","Islington  Row,  Middleway","Islington Row, Middleway"
"1157",2011,"Birmingham","James  Watt  Queensway,  Birmingham","James Watt Queensway, Birmingham"
"1158",2011,"Birmingham","Kent  str.","Kent str."
"1159",2011,"Birmingham","Kingstanding  Road","Kingstanding Road"
"1160",2011,"Birmingham","Kingstanding  Road",""
"1161",2011,"Birmingham","Lady  well  walk,  City  Centre.","Lady well walk, City Centre."
"1162",2011,"Birmingham","Ladywell  Walk",""
"1163",2011,"Birmingham","Ladywell  Walk",""
"1164",2011,"Birmingham","ladywell  walk","ladywell walk"
"1165",2011,"Birmingham","Ladywell  Walk",""
"1166",2011,"Birmingham","Ladywell  walk","Ladywell walk"
"1167",2011,"Birmingham","Ladywell  walk",""
"1168",2011,"Birmingham","Ladywell  Walk",""
"1169",2011,"Birmingham","Ladywell  Walk",""
"1170",2011,"Birmingham","Ladywell  walk,  Birmingham","Ladywell walk, Birmingham"
"1171",2011,"Birmingham","Lattimer  Place  Winson  Green","Lattimer Place Winson Green"
"1172",2011,"Birmingham","Lee  Longlands,    Broad  str.,  Birmingham","Lee Longlands,  Broad str., Birmingham"
"1173",2011,"Birmingham","Linwood  Rd  H'worth","Linwood Rd H'worth"
"1174",2011,"Birmingham","Lloyds  Bar        Broad  str.","Lloyds Bar       Broad str."
"1175",2011,"Birmingham","Lloyds  Bar,  Broad  str.","Lloyds Bar, Broad str."
"1176",2011,"Birmingham","Lodge  Rd  Winson  Green","Lodge Rd Winson Green"
"1177",2011,"Birmingham","loft  lounge","loft lounge"
"1178",2011,"Birmingham","Long  Acre    Nechells","Long Acre  Nechells"
"1179",2011,"Birmingham","Lower  bull  str.","Lower bull str."
"1180",2011,"Birmingham","Lower  bull  str.",""
"1181",2011,"Birmingham","Lower  parade,  Sutton","Lower parade, Sutton"
"1182",2011,"Birmingham","Lower  Parade,  Sutton  Coldfield",""
"1183",2011,"Birmingham","Macdonalds,  Bordesley  Green  East","Macdonalds, Bordesley Green East"
"1184",2011,"Birmingham","Macdonalds,  ramp,  city  centre,  Birmingham","Macdonalds, ramp, city centre, Birmingham"
"1185",2011,"Birmingham","Mailbox,  Birmingham","Mailbox, Birmingham"
"1186",2011,"Birmingham","Mcdonald  str.,  birmingham","Mcdonald str., birmingham"
"1187",2011,"Birmingham","Millward  Close,  small  Heath","Millward Close, small Heath"
"1188",2011,"Birmingham","Mono  Bar,  Arcadian  Centre","Mono Bar, Arcadian Centre"
"1189",2011,"Birmingham","Mono  Bar,Ladywell  Walk,  City  Centre","Mono Bar,Ladywell Walk, City Centre"
"1190",2011,"Birmingham","moor  st","moor st"
"1191",2011,"Birmingham","Moor  str.","Moor str."
"1192",2011,"Birmingham","Moor  str.  Entance  to  Bull  Ring","Moor str. Entance to Bull Ring"
"1193",2011,"Birmingham","Moore  str.,  Birmingham","Moore str., Birmingham"
"1194",2011,"Birmingham","Moore  str.,  City  Centre,  Birmingham","Moore str., City Centre, Birmingham"
"1195",2011,"Birmingham","Moseley  park,Alcester  str.","Moseley park,Alcester str."
"1196",2011,"Birmingham","navigation  St,  Birmingham","navigation St, Birmingham"
"1197",2011,"Birmingham","Navigation  str.","Navigation str."
"1198",2011,"Birmingham","Near  to  Hair  &  Beauty,  Soho  Road","Near to Hair & Beauty, Soho Road"
"1199",2011,"Birmingham","New  Meeting  str.,City  centre","New Meeting str.,City centre"
"1200",2011,"Birmingham","New  St","New St"
"1201",2011,"Birmingham","New  St  B'ham  City  Centre","New St B'ham City Centre"
"1202",2011,"Birmingham","New  St  City  Centre","New St City Centre"
"1203",2011,"Birmingham","new  st  railway  station","new st railway station"
"1204",2011,"Birmingham","new  st  railway  station",""
"1205",2011,"Birmingham","new  st  railway  station",""
"1206",2011,"Birmingham","New  St,  Birmingham","New St, Birmingham"
"1207",2011,"Birmingham","New  str.",""
"1208",2011,"Birmingham","New  str.",""
"1209",2011,"Birmingham","New  str.",""
"1210",2011,"Birmingham","New  str.",""
"1211",2011,"Birmingham","New  str.",""
"1212",2011,"Birmingham","New  str.",""
"1213",2011,"Birmingham","New  str.",""
"1214",2011,"Birmingham","New  str.",""
"1215",2011,"Birmingham","New  str.  @  Stephenson  Street","New str. @ Stephenson Street"
"1216",2011,"Birmingham","New  str.  city  centre,  Birmingham","New str. city centre, Birmingham"
"1217",2011,"Birmingham","New  str.  railwaty","New str. railwaty"
"1218",2011,"Birmingham","New  str.  station",""
"1219",2011,"Birmingham","New  str.  Station","New str. Station"
"1220",2011,"Birmingham","New  str.  Station",""
"1221",2011,"Birmingham","New  str.  Station",""
"1222",2011,"Birmingham","New  str.  Station,  Birmingham","New str. Station, Birmingham"
"1223",2011,"Birmingham","New  str.  station,  station  approach","New str. station, station approach"
"1224",2011,"Birmingham","New  str.,  Birmingham","New str., Birmingham"
"1225",2011,"Birmingham","New  str.,  Birmingham",""
"1226",2011,"Birmingham","New  str.,  Birmingham",""
"1227",2011,"Birmingham","New  str.,  City  Centre","New str., City Centre"
"1228",2011,"Birmingham","New  str.,  City  Centre",""
"1229",2011,"Birmingham","New  str.,  City  Centre",""
"1230",2011,"Birmingham","New  str.,  City  Centre.","New str., City Centre."
"1231",2011,"Birmingham","Newtown  Housing  Centre","Newtown Housing Centre"
"1232",2011,"Birmingham","Newtown  Row","Newtown Row"
"1233",2011,"Birmingham","Next  Clearance  Store,  Corporation  str..","Next Clearance Store, Corporation str.."
"1234",2011,"Birmingham","Nineva  road  ayt  Soho  Rd","Nineva road ayt Soho Rd"
"1235",2011,"Birmingham","Not  known","Not known"
"1236",2011,"Birmingham","o/s  Bham  crown  court","o/s Bham crown court"
"1237",2011,"Birmingham","O/s  Flairs  Broad  str.","O/s Flairs Broad str."
"1238",2011,"Birmingham","o/s  Flares  club,  Broad  St,  Birmingham","o/s Flares club, Broad St, Birmingham"
"1239",2011,"Birmingham","O/S  Gatecrasher  Broad  str.","O/S Gatecrasher Broad str."
"1240",2011,"Birmingham","O/S  McDonalds,  Ramp,  City  Centre","O/S McDonalds, Ramp, City Centre"
"1241",2011,"Birmingham","O/s  new  str.  station","O/s new str. station"
"1242",2011,"Birmingham","O/S  Oceania,  Ladywell  Walk,  Birmingham","O/S Oceania, Ladywell Walk, Birmingham"
"1243",2011,"Birmingham","O/s  Reflex  Broad  str.,  City  Centre","O/s Reflex Broad str., City Centre"
"1244",2011,"Birmingham","o/s  The  Crown  PH  Station  Road","o/s The Crown PH Station Road"
"1245",2011,"Birmingham","O/s  Walkabout  Broad  str.","O/s Walkabout Broad str."
"1246",2011,"Birmingham","o2  Academy","o2 Academy"
"1247",2011,"Birmingham","O2  Academy,  Horsefair.","O2 Academy, Horsefair."
"1248",2011,"Birmingham","Oh  Bar,  Broad  str.,  Birmingham","Oh Bar, Broad str., Birmingham"
"1249",2011,"Birmingham","O'Neils,  Broad  str.,  Birmingham","O'Neils, Broad str., Birmingham"
"1250",2011,"Birmingham","OS  Birmingham  Magistrates  Court","OS Birmingham Magistrates Court"
"1251",2011,"Birmingham","os  dubliner  ph","os dubliner ph"
"1252",2011,"Birmingham","Outside  Bliss    Broad  str.","Outside Bliss  Broad str."
"1253",2011,"Birmingham","Outside  Bliss  nightclub.","Outside Bliss nightclub."
"1254",2011,"Birmingham","Outside  Bliss  nightclub.",""
"1255",2011,"Birmingham","Outside  Bliss,Broad  str.","Outside Bliss,Broad str."
"1256",2011,"Birmingham","Outside  O  Velvet,  Broad  St.","Outside O Velvet, Broad St."
"1257",2011,"Birmingham","Outside  Oceana  Club","Outside Oceana Club"
"1258",2011,"Birmingham","outside  reflex  nightclub","outside reflex nightclub"
"1259",2011,"Birmingham","Outside  Revolution  Bridge  St  Walsal","Outside Revolution Bridge St Walsal"
"1260",2011,"Birmingham","outside  rocket  club  broad  st","outside rocket club broad st"
"1261",2011,"Birmingham","Outside  walkabout,Broad  str.","Outside walkabout,Broad str."
"1262",2011,"Birmingham","O'Velvet,  Nightclub,  Broad  St,  Birmingham","O'Velvet, Nightclub, Broad St, Birmingham"
"1263",2011,"Birmingham","Oxhill  Road","Oxhill Road"
"1264",2011,"Birmingham","Pagoda  Island","Pagoda Island"
"1265",2011,"Birmingham","paradise  forum","paradise forum"
"1266",2011,"Birmingham","Paradise  Forum  City  Centre  Birmingham","Paradise Forum City Centre Birmingham"
"1267",2011,"Birmingham","Paradise  Forum,  Victoria  Square,  Birmingham","Paradise Forum, Victoria Square, Birmingham"
"1268",2011,"Birmingham","Pershore  St  car  park","Pershore St car park"
"1269",2011,"Birmingham","Pershore  str.  Road,  City  Centre","Pershore str. Road, City Centre"
"1270",2011,"Birmingham","Pershore  str.,  City  Centre.","Pershore str., City Centre."
"1271",2011,"Birmingham","Pizza  Hut,  New  St,  Birmingham","Pizza Hut, New St, Birmingham"
"1272",2011,"Birmingham","Quigley  ave.","Quigley ave."
"1273",2011,"Birmingham","Rag  market,  city  centre","Rag market, city centre"
"1274",2011,"Birmingham","Reflex  on  Broad  str.,  Birmingham","Reflex on Broad str., Birmingham"
"1275",2011,"Birmingham","regency  wharf","regency wharf"
"1276",2011,"Birmingham","Risa  Bar,  Birmingham","Risa Bar, Birmingham"
"1277",2011,"Birmingham","Risa,Broad  str.","Risa,Broad str."
"1278",2011,"Birmingham","Rookery  Road,  Handsworth","Rookery Road, Handsworth"
"1279",2011,"Birmingham","Rottersley  str.,  Birmingham","Rottersley str., Birmingham"
"1280",2011,"Birmingham","Rotunda  Island,  City  CEntre","Rotunda Island, City CEntre"
"1281",2011,"Birmingham","Sainsburys  Colmore  Row","Sainsburys Colmore Row"
"1282",2011,"Birmingham","Sandringham  Road","Sandringham Road"
"1283",2011,"Birmingham","Sandwell  Hospital","Sandwell Hospital"
"1284",2011,"Birmingham","Sence  in  the  Arcadian","Sence in the Arcadian"
"1285",2011,"Birmingham","Sense  Nightclub,  Arcadia,  Birmingham","Sense Nightclub, Arcadia, Birmingham"
"1286",2011,"Birmingham","Shadwell  str.","Shadwell str."
"1287",2011,"Birmingham","Shakespeare  Bar,  New  str.  Station.","Shakespeare Bar, New str. Station."
"1288",2011,"Birmingham","Shakespeare  PH,  New  St  Station","Shakespeare PH, New St Station"
"1289",2011,"Birmingham","Sheepcote  str.,  Birmingham","Sheepcote str., Birmingham"
"1290",2011,"Birmingham","Sioho  Road,  Handsworth","Sioho Road, Handsworth"
"1291",2011,"Birmingham","Slade  Road,  erdington","Slade Road, erdington"
"1292",2011,"Birmingham","Small  brook  Queensway","Small brook Queensway"
"1293",2011,"Birmingham","Smallbrook  Queensway","Smallbrook Queensway"
"1294",2011,"Birmingham","smallbrook  queensway","smallbrook queensway"
"1295",2011,"Birmingham","smallbrook  queensway",""
"1296",2011,"Birmingham","Smallbrook  Queensway  City  Centre  Birmingham","Smallbrook Queensway City Centre Birmingham"
"1297",2011,"Birmingham","Smallbrook  Queensway,City  centre","Smallbrook Queensway,City centre"
"1298",2011,"Birmingham","smethwick  end","smethwick end"
"1299",2011,"Birmingham","soho  hill","soho hill"
"1300",2011,"Birmingham","Soho  Hill,  Handsworth,  Birmingham","Soho Hill, Handsworth, Birmingham"
"1301",2011,"Birmingham","Soho  Road","Soho Road"
"1302",2011,"Birmingham","Soho  Road",""
"1303",2011,"Birmingham","Soho  Road",""
"1304",2011,"Birmingham","soho  road","soho road"
"1305",2011,"Birmingham","Sommerfield  Park,  Winson  Green","Sommerfield Park, Winson Green"
"1306",2011,"Birmingham","square  peg  PH","square peg PH"
"1307",2011,"Birmingham","Square  Peg,Corporation  str.","Square Peg,Corporation str."
"1308",2011,"Birmingham","Star  city,  Aston.","Star city, Aston."
"1309",2011,"Birmingham","Star  City,  Birmingham","Star City, Birmingham"
"1310",2011,"Birmingham","Star  City,  Nechells","Star City, Nechells"
"1311",2011,"Birmingham","Station  Road,  City  Centre","Station Road, City Centre"
"1312",2011,"Birmingham","Steelhouse  Lane","Steelhouse Lane"
"1313",2011,"Birmingham","Steelhouse  Lane",""
"1314",2011,"Birmingham","Steelhouse  Lane",""
"1315",2011,"Birmingham","Steelhouse  Lane",""
"1316",2011,"Birmingham","Steelhouse  Lane",""
"1317",2011,"Birmingham","steelhouse  lane","steelhouse lane"
"1318",2011,"Birmingham","steelhouse  lane",""
"1319",2011,"Birmingham","Steelhouse  Lane",""
"1320",2011,"Birmingham","Steelhouse  Lane  Police  station","Steelhouse Lane Police station"
"1321",2011,"Birmingham","Steelhouse  Lane,  Birmingham","Steelhouse Lane, Birmingham"
"1322",2011,"Birmingham","Steelhouse  Lane,  City  Centre,  Birmingham","Steelhouse Lane, City Centre, Birmingham"
"1323",2011,"Birmingham","Stephenson  St","Stephenson St"
"1324",2011,"Birmingham","Stephenson  str.","Stephenson str."
"1325",2011,"Birmingham","Stephenson  str.,  Birmingham  City","Stephenson str., Birmingham City"
"1326",2011,"Birmingham","Stephenson  str.,  City  Centre","Stephenson str., City Centre"
"1327",2011,"Birmingham","Stephensons  str.","Stephensons str."
"1328",2011,"Birmingham","Suffolk  St  Queensway","Suffolk St Queensway"
"1329",2011,"Birmingham","Sugar  Suite,  Broad  str.","Sugar Suite, Broad str."
"1330",2011,"Birmingham","summer  lane","summer lane"
"1331",2011,"Birmingham","summer  row","summer row"
"1332",2011,"Birmingham","Temple  Row","Temple Row"
"1333",2011,"Birmingham","temple  row","temple row"
"1334",2011,"Birmingham","Tennant  St","Tennant St"
"1335",2011,"Birmingham","Terrace  Road,  Handsworth","Terrace Road, Handsworth"
"1336",2011,"Birmingham","tesco  aston  lane","tesco aston lane"
"1337",2011,"Birmingham","Tesco  SpringHill","Tesco SpringHill"
"1338",2011,"Birmingham","The  Parade  Sutton  Coldfield","The Parade Sutton Coldfield"
"1339",2011,"Birmingham","The  Parade,  Sutton  Coldfield",""
"1340",2011,"Birmingham","The  Ramp,  Corporation  St,  Birmingham","The Ramp, Corporation St, Birmingham"
"1341",2011,"Birmingham","The  Ramp.","The Ramp."
"1342",2011,"Birmingham","Thornhill  Road,  Birmingham","Thornhill Road, Birmingham"
"1343",2011,"Birmingham","Thornhill  Road,  Handsworth","Thornhill Road, Handsworth"
"1344",2011,"Birmingham","Thorpe  St  at  Hurst  St","Thorpe St at Hurst St"
"1345",2011,"Birmingham","Thorpe  str.","Thorpe str."
"1346",2011,"Birmingham","Trocadero  Public  house  o/s","Trocadero Public house o/s"
"1347",2011,"Birmingham","Turners  Pallets,  Hayhole  road","Turners Pallets, Hayhole road"
"1348",2011,"Birmingham","Upper  dean  str.","Upper dean str."
"1349",2011,"Birmingham","Upper  Dean  str.,  Birmingham","Upper Dean str., Birmingham"
"1350",2011,"Birmingham","Upper  Dean  str.,  Birmingham  City  Centre","Upper Dean str., Birmingham City Centre"
"1351",2011,"Birmingham","Upper  Dean  str.,  City  Centre","Upper Dean str., City Centre"
"1352",2011,"Birmingham","Upper  parade  Sutton  Coldfield","Upper parade Sutton Coldfield"
"1353",2011,"Birmingham","Upper  Parade  Sutton  Coldfield","Upper Parade Sutton Coldfield"
"1354",2011,"Birmingham","victoria  square,    bham","victoria square,  bham"
"1355",2011,"Birmingham","Victoria  Square,  City  Centre.","Victoria Square, City Centre."
"1356",2011,"Birmingham","Waiverley  park,Handsworth","Waiverley park,Handsworth"
"1357",2011,"Birmingham","walkabout  bar  broad  st","walkabout bar broad st"
"1358",2011,"Birmingham","Walkabout  PH,  Broad  St,  Birmingham","Walkabout PH, Broad St, Birmingham"
"1359",2011,"Birmingham","Walkabout  PH,  Broad  str.,  Birmingham","Walkabout PH, Broad str., Birmingham"
"1360",2011,"Birmingham","Walkabout,  Broad  str.","Walkabout, Broad str."
"1361",2011,"Birmingham","Walsall  road,    great  barr","Walsall road,  great barr"
"1362",2011,"Birmingham","Walsall  Road,  Perry  Barr","Walsall Road, Perry Barr"
"1363",2011,"Birmingham","warf  road  kings  norton","warf road kings norton"
"1364",2011,"Birmingham","Warwards  Lane","Warwards Lane"
"1365",2011,"Birmingham","Washington  Drive,  Handsworth  Wood","Washington Drive, Handsworth Wood"
"1366",2011,"Birmingham","Washington  str.","Washington str."
"1367",2011,"Birmingham","Waterloo  Road,  Smethwick","Waterloo Road, Smethwick"
"1368",2011,"Birmingham","Waverhill  Park,  Handsworth","Waverhill Park, Handsworth"
"1369",2011,"Birmingham","Waverhill  Road,  Handsworth","Waverhill Road, Handsworth"
"1370",2011,"Birmingham","way  entrance  villa  ground","way entrance villa ground"
"1371",2011,"Birmingham","Wellington  Road","Wellington Road"
"1372",2011,"Birmingham","Witton  Arms","Witton Arms"
"1373",2011,"Birmingham","Witton  Road","Witton Road"
"1374",2011,"Birmingham","Witton  Road",""
"1375",2011,"Birmingham","Witton  Road  Aston","Witton Road Aston"
"1376",2011,"Birmingham","Wrottesley  str.","Wrottesley str."
"1377",2011,"Coventry","primrose  hill  Coventry","primrose hill Coventry"
"1378",2011,"Coventry","Albany  road","Albany road"
"1379",2011,"Coventry","Aldbourne  Road","Aldbourne Road"
"1380",2011,"Coventry","aldermans  green  road","aldermans green road"
"1381",2011,"Coventry","Allesley  Old  Road","Allesley Old Road"
"1382",2011,"Coventry","Almond  Tree  ave.","Almond Tree ave."
"1383",2011,"Coventry","arbury  ave  Coventry","arbury ave Coventry"
"1384",2011,"Coventry","Arena  carpark  A444","Arena carpark A444"
"1385",2011,"Coventry","argyle  st  Coventry","argyle st Coventry"
"1386",2011,"Coventry","Armstrong  ave.  Stoke","Armstrong ave. Stoke"
"1387",2011,"Coventry","Ashorne  Close","Ashorne Close"
"1388",2011,"Coventry","Attoxhall  Rd","Attoxhall Rd"
"1389",2011,"Coventry","averley  road  ,  daimler  green","averley road , daimler green"
"1390",2011,"Coventry","Awson  str.","Awson str."
"1391",2011,"Coventry","Bandals  Surgery,  Foleshill  Road","Bandals Surgery, Foleshill Road"
"1392",2011,"Coventry","bell  green  rd  Junction  A444","bell green rd Junction A444"
"1393",2011,"Coventry","Bell  Green  Road,  Coventry","Bell Green Road, Coventry"
"1394",2011,"Coventry","Bell  Green  Road,  Coventry",""
"1395",2011,"Coventry","Binley  Road","Binley Road"
"1396",2011,"Coventry","Binley  Road",""
"1397",2011,"Coventry","Binley  Road",""
"1398",2011,"Coventry","Binley  Road",""
"1399",2011,"Coventry","Bishop  str.","Bishop str."
"1400",2011,"Coventry","Blackhorse  lane","Blackhorse lane"
"1401",2011,"Coventry","Blythe  Road","Blythe Road"
"1402",2011,"Coventry","BP  Garage  Ansty  road","BP Garage Ansty road"
"1403",2011,"Coventry","bramble  st  coventry","bramble st coventry"
"1404",2011,"Coventry","Braod  Park  Road,  Coventry","Braod Park Road, Coventry"
"1405",2011,"Coventry","Bredon  Ave,  Coventry","Bredon Ave, Coventry"
"1406",2011,"Coventry","Broadgate","Broadgate"
"1407",2011,"Coventry","Bull  Yard","Bull Yard"
"1408",2011,"Coventry","Bushberry  ave.","Bushberry ave."
"1409",2011,"Coventry","butts  road  Coventry","butts road Coventry"
"1410",2011,"Coventry","cashs  lane","cashs lane"
"1411",2011,"Coventry","Cauldon  road","Cauldon road"
"1412",2011,"Coventry","Charter  Ave","Charter Ave"
"1413",2011,"Coventry","charter  ave  Coventry","charter ave Coventry"
"1414",2011,"Coventry","Chester  str.","Chester str."
"1415",2011,"Coventry","Chesterton  Road","Chesterton Road"
"1416",2011,"Coventry","Cheveral  Ave,  Coventry","Cheveral Ave, Coventry"
"1417",2011,"Coventry","Cliffbridge  Road","Cliffbridge Road"
"1418",2011,"Coventry","Clifton  St  ,Coventry.","Clifton St ,Coventry."
"1419",2011,"Coventry","Coc  str.","Coc str."
"1420",2011,"Coventry","Communal  landing  at  George  Poole  House,  Coventry","Communal landing at George Poole House, Coventry"
"1421",2011,"Coventry","Compton  road","Compton road"
"1422",2011,"Coventry","concourse  near  mortimers","concourse near mortimers"
"1423",2011,"Coventry","cook  st","cook st"
"1424",2011,"Coventry","Corporation  St",""
"1425",2011,"Coventry","Corporation  St  ,Coventry.","Corporation St ,Coventry."
"1426",2011,"Coventry","Corporation  str.",""
"1427",2011,"Coventry","Coundon  road","Coundon road"
"1428",2011,"Coventry","coventry","coventry"
"1429",2011,"Coventry","Coventry  Central  cells","Coventry Central cells"
"1430",2011,"Coventry","Coventry  Central  Front  office","Coventry Central Front office"
"1431",2011,"Coventry","coventry  central  pol  stn","coventry central pol stn"
"1432",2011,"Coventry","coventry  central  police  station","coventry central police station"
"1433",2011,"Coventry","coventry  central  police  station",""
"1434",2011,"Coventry","Coventry  Central  PS","Coventry Central PS"
"1435",2011,"Coventry","Coventry  Central  PS",""
"1436",2011,"Coventry","Coventry  Railwat  Station.","Coventry Railwat Station."
"1437",2011,"Coventry","Coventry  Railway  Station.","Coventry Railway Station."
"1438",2011,"Coventry","coventry  train  station","coventry train station"
"1439",2011,"Coventry","Cox  str.","Cox str."
"1440",2011,"Coventry","Cross  Road","Cross Road"
"1441",2011,"Coventry","devonshire  arms","devonshire arms"
"1442",2011,"Coventry","duckham  court","duckham court"
"1443",2011,"Coventry","Earlsdon  High  str.","Earlsdon High str."
"1444",2011,"Coventry","Elms  Pub,  Birmingham  road","Elms Pub, Birmingham road"
"1445",2011,"Coventry","Fairfax  str.","Fairfax str."
"1446",2011,"Coventry","Far  gosford  str.","Far gosford str."
"1447",2011,"Coventry","Far  Gosford  str.","Far Gosford str."
"1448",2011,"Coventry","Farndale  Ave","Farndale Ave"
"1449",2011,"Coventry","Farndale  Ave",""
"1450",2011,"Coventry","Foleshill  Rd","Foleshill Rd"
"1451",2011,"Coventry","Foleshill  Road","Foleshill Road"
"1452",2011,"Coventry","Foleshill  Road",""
"1453",2011,"Coventry","Foleshill  Road",""
"1454",2011,"Coventry","Foleshill  road,  Coventry","Foleshill road, Coventry"
"1455",2011,"Coventry","Four  Pounds  Ave,  Coventry","Four Pounds Ave, Coventry"
"1456",2011,"Coventry","FRiars  road","FRiars road"
"1457",2011,"Coventry","front  of  Coventry  Central  police  Station","front of Coventry Central police Station"
"1458",2011,"Coventry","Front  office","Front office"
"1459",2011,"Coventry","Front  Office","Front Office"
"1460",2011,"Coventry","Gala  Bingo,  Pool  Meadow","Gala Bingo, Pool Meadow"
"1461",2011,"Coventry","Gosford  str.","Gosford str."
"1462",2011,"Coventry","Gosford  str.",""
"1463",2011,"Coventry","Gosford  str.",""
"1464",2011,"Coventry","greyfriars  st  Coventry","greyfriars st Coventry"
"1465",2011,"Coventry","gulson  road  Coventry","gulson road Coventry"
"1466",2011,"Coventry","Gulson  Road  Coventry","Gulson Road Coventry"
"1467",2011,"Coventry","hale  st","hale st"
"1468",2011,"Coventry","Hales  str.,  Coventry","Hales str., Coventry"
"1469",2011,"Coventry","Hartfrod  str.","Hartfrod str."
"1470",2011,"Coventry","Hayle  str.","Hayle str."
"1471",2011,"Coventry","Hayles  str.","Hayles str."
"1472",2011,"Coventry","Hedgefield  Way","Hedgefield Way"
"1473",2011,"Coventry","herald  way  Coventry","herald way Coventry"
"1474",2011,"Coventry","high  st  Coventry","high st Coventry"
"1475",2011,"Coventry","High  str.",""
"1476",2011,"Coventry","High  str.",""
"1477",2011,"Coventry","Hill  str.",""
"1478",2011,"Coventry","Hipswell  Highway","Hipswell Highway"
"1479",2011,"Coventry","holmesdale  road","holmesdale road"
"1480",2011,"Coventry","hurst  Road","hurst Road"
"1481",2011,"Coventry","ibis  hotel","ibis hotel"
"1482",2011,"Coventry","Ikea  Car  Park","Ikea Car Park"
"1483",2011,"Coventry","ikea  plaza","ikea plaza"
"1484",2011,"Coventry","iron  monger  row","iron monger row"
"1485",2011,"Coventry","jardine  crescent","jardine crescent"
"1486",2011,"Coventry","jardine  crescent",""
"1487",2011,"Coventry","Jasrdine  Crescent","Jasrdine Crescent"
"1488",2011,"Coventry","JD  Wetherspoon  Earlsdon","JD Wetherspoon Earlsdon"
"1489",2011,"Coventry","Jordan  Well","Jordan Well"
"1490",2011,"Coventry","Jordan  Well  ,  Coventry","Jordan Well , Coventry"
"1491",2011,"Coventry","Jubilee  cresent","Jubilee cresent"
"1492",2011,"Coventry","Kirby  Road","Kirby Road"
"1493",2011,"Coventry","Lady  Lane","Lady Lane"
"1494",2011,"Coventry","Lambeth  Close","Lambeth Close"
"1495",2011,"Coventry","Leader  Close","Leader Close"
"1496",2011,"Coventry","Lidice  Place","Lidice Place"
"1497",2011,"Coventry","Lincoln  str.  ,Coventry","Lincoln str. ,Coventry"
"1498",2011,"Coventry","Littl  Park  str.","Littl Park str."
"1499",2011,"Coventry","Little  park  st  ,Coventry.","Little park st ,Coventry."
"1500",2011,"Coventry","Little  Park  St  ,Coventry.","Little Park St ,Coventry."
"1501",2011,"Coventry","little  park  st  Coventry","little park st Coventry"
"1502",2011,"Coventry","Little  Park  str.","Little Park str."
"1503",2011,"Coventry","Little  Park  str.",""
"1504",2011,"Coventry","Little  Park  str.",""
"1505",2011,"Coventry","Little  park  str.","Little park str."
"1506",2011,"Coventry","Little  Park  str.",""
"1507",2011,"Coventry","Little  Park  str.",""
"1508",2011,"Coventry","Little  Park  str.",""
"1509",2011,"Coventry","Little  Park  str.",""
"1510",2011,"Coventry","Little  park  str.",""
"1511",2011,"Coventry","London  Road","London Road"
"1512",2011,"Coventry","London  Road",""
"1513",2011,"Coventry","Longford  Road","Longford Road"
"1514",2011,"Coventry","Lower  Ford  st","Lower Ford st"
"1515",2011,"Coventry","Lower  ford  str.","Lower ford str."
"1516",2011,"Coventry","lower  holyhead  d  jtn  with  spon  st","lower holyhead d jtn with spon st"
"1517",2011,"Coventry","lower  holyhead  rd  Coventry","lower holyhead rd Coventry"
"1518",2011,"Coventry","lower  holyhead  road  Coventry","lower holyhead road Coventry"
"1519",2011,"Coventry","Lower  Precinct  Coventry","Lower Precinct Coventry"
"1520",2011,"Coventry","MAFO","MAFO"
"1521",2011,"Coventry","Manor  house  drive","Manor house drive"
"1522",2011,"Coventry","Market  Way","Market Way"
"1523",2011,"Coventry","mary  slessor  st","mary slessor st"
"1524",2011,"Coventry","masser  road","masser road"
"1525",2011,"Coventry","McDonalds  Restaurant  A45  ,Coventry.","McDonalds Restaurant A45 ,Coventry."
"1526",2011,"Coventry","Memorial  Park,  Coventry","Memorial Park, Coventry"
"1527",2011,"Coventry","Middle  Ride","Middle Ride"
"1528",2011,"Coventry","Mile  Lane","Mile Lane"
"1529",2011,"Coventry","Mile  lane","Mile lane"
"1530",2011,"Coventry","Millenium  Place","Millenium Place"
"1531",2011,"Coventry","Millenium  Place",""
"1532",2011,"Coventry","Mint  Casino,  King  William  str.","Mint Casino, King William str."
"1533",2011,"Coventry","Miranda  Close","Miranda Close"
"1534",2011,"Coventry","morris  road","morris road"
"1535",2011,"Coventry","motor  museum","motor museum"
"1536",2011,"Coventry","new  union  st","new union st"
"1537",2011,"Coventry","Norman  place  road","Norman place road"
"1538",2011,"Coventry","Northy  Road","Northy Road"
"1539",2011,"Coventry","o/s  CCFO","o/s CCFO"
"1540",2011,"Coventry","o/s  coventry  central  police  station","o/s coventry central police station"
"1541",2011,"Coventry","o/s  Gosford  Arms","o/s Gosford Arms"
"1542",2011,"Coventry","Oak  Gosford  str.","Oak Gosford str."
"1543",2011,"Coventry","Outside  Coventry  Central  PS","Outside Coventry Central PS"
"1544",2011,"Coventry","Outside  Foleshill  PS","Outside Foleshill PS"
